protein_id,GOs_eggnog,ko_eggnog,GO_process,GO_component,GO_function,gene,GOs_interpro
WP_250126118.1,-,"ko:K01802,ko:K03768",,,,None,GO:0000413(InterPro)|GO:0003755(InterPro)
WP_250126119.1,-,-,,,,None,-
WP_250126120.1,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0009521,GO:0009523,GO:0009579,GO:0016020,GO:0030075,GO:0030096,GO:0032991,GO:0034357,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044425,GO:0044436,GO:0044444,GO:0044459,GO:0044464,GO:0071944,GO:0098796,GO:0098797",ko:K02705,,"['GO:0009538 - photosystem I reaction center [Evidence IEA]', 'GO:0009539 - photosystem II reaction center [Evidence IEA]']",['GO:0016168 - chlorophyll binding [Evidence IEA]'],psbC,-
WP_250126121.1,-,ko:K18889,,,,None,GO:0005524(InterPro)|GO:0016020(InterPro)
WP_250126122.1,-,-,,,,None,-
WP_250126123.1,-,ko:K01784,['GO:0006012 - galactose metabolic process [Evidence IEA]'],,['GO:0003978 - UDP-glucose 4-epimerase activity [Evidence IEA]'],galE,GO:0003978(InterPro)|GO:0006012(InterPro)
WP_250126124.1,-,-,,,,None,GO:0016780(PANTHER)
WP_250126125.1,-,ko:K00995,['GO:0008654 - phospholipid biosynthetic process [Evidence IEA]'],,['GO:0008444 - CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity [Evidence IEA]'],pgsA,GO:0046474(PANTHER)
WP_250126126.1,-,"ko:K01710,ko:K01784",,,['GO:0003824 - catalytic activity [Evidence IEA]'],None,-
WP_250126127.1,-,-,,,,None,-
WP_250126128.1,-,-,,,,None,-
WP_250126129.1,-,ko:K01711,['GO:0000271 - polysaccharide biosynthetic process [Evidence IEA]'],,"['GO:0008446 - GDP-mannose 4,6-dehydratase activity [Evidence IEA]']",gmd,GO:0008446(InterPro)|GO:0019673(InterPro)
WP_250126130.1,-,ko:K02377,,,,None,GO:0009226(InterPro)|GO:0016491(InterPro)
WP_250126131.1,-,-,,,"['GO:0003824 - catalytic activity [Evidence IEA]', 'GO:0030151 - molybdenum ion binding [Evidence IEA]', 'GO:0030170 - pyridoxal phosphate binding [Evidence IEA]']",None,-
WP_250126132.1,-,-,,,,None,-
WP_250126133.1,-,ko:K01934,['GO:0006730 - one-carbon metabolic process [Evidence IEA]'],,['GO:0030272 - 5-formyltetrahydrofolate cyclo-ligase activity [Evidence IEA]'],None,-
WP_250126134.1,-,ko:K17246,,,,None,GO:0016020(InterPro)|GO:0055085(InterPro)
WP_250126135.1,-,ko:K07037,,,,None,-
WP_250126136.1,-,-,,,,None,-
WP_250126137.1,-,ko:K03786,['GO:0009423 - chorismate biosynthetic process [Evidence IEA]'],,['GO:0003855 - 3-dehydroquinate dehydratase activity [Evidence IEA]'],aroQ,GO:0003855(PANTHER)|GO:0003855(InterPro)|GO:0019631(PANTHER)
WP_250126138.1,-,-,,,,None,-
WP_250126139.1,-,ko:K03742,,,,None,-
WP_250126140.1,-,ko:K02851,,,,None,GO:0016020(InterPro)|GO:0016780(InterPro)
WP_250126141.1,-,ko:K00600,,,,None,-
WP_250126142.1,-,"ko:K01703,ko:K17749",,,,None,-
WP_250126144.1,-,ko:K00847,,,,None,-
WP_250126145.1,-,-,,,,None,GO:0006355(InterPro)
WP_250126146.1,-,-,,,,None,-
WP_250126147.1,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",ko:K02693,,,,None,GO:0009522(InterPro)|GO:0009538(InterPro)|GO:0015979(InterPro)
WP_250126148.1,-,ko:K10563,,,,None,GO:0003684(InterPro)|GO:0003906(InterPro)|GO:0006284(InterPro)|GO:0008270(InterPro)|GO:0016799(InterPro)
WP_250126149.1,-,-,,,,None,GO:0005886(InterPro)|GO:0016655(InterPro)
WP_250126150.1,-,ko:K00024,['GO:0005975 - carbohydrate metabolic process [Evidence IEA]'],,"['GO:0016616 - oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [Evidence IEA]']",mdh,-
WP_250126151.1,-,ko:K07496,,,,None,-
WP_250126152.1,-,ko:K07496,,,,None,-
WP_250126154.1,-,-,,,,None,-
WP_250126155.1,-,-,,,,None,-
WP_250126156.1,-,-,,,,None,-
WP_250126157.1,-,-,,,,None,-
WP_250126158.1,-,-,,,,None,-
WP_250126159.1,-,ko:K05583,,,"['GO:0016655 - oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [Evidence IEA]']",ndhL,GO:0016655(InterPro)
WP_250126160.1,-,-,,,,None,-
WP_250126161.1,-,ko:K01695,['GO:0000162 - tryptophan biosynthetic process [Evidence IEA]'],,['GO:0004834 - tryptophan synthase activity [Evidence IEA]'],trpA,-
WP_250126165.1,-,ko:K00297,['GO:0006555 - methionine metabolic process [Evidence IEA]'],,['GO:0004489 - methylenetetrahydrofolate reductase (NAD(P)H) activity [Evidence IEA]'],None,GO:0004489(InterPro)|GO:0006555(InterPro)
WP_250126166.1,-,ko:K01867,['GO:0006436 - tryptophanyl-tRNA aminoacylation [Evidence IEA]'],['GO:0005737 - cytoplasm [Evidence IEA]'],['GO:0004830 - tryptophan-tRNA ligase activity [Evidence IEA]'],trpS,GO:0004830(InterPro)
WP_250126167.1,-,-,,,,None,GO:0005829(PANTHER)
WP_250126168.1,-,ko:K11085,,,,None,GO:0005524(InterPro)|GO:0016020(InterPro)
WP_250126169.1,-,-,,,,None,-
WP_250126171.1,-,-,,,,None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126171.1,-,-,,,,None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126171.1,-,-,,,,None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126171.1,-,-,,,,None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126171.1,-,-,,,,None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126171.1,-,-,,,,None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126171.1,-,-,,,,None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126171.1,-,-,,,,None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126171.1,-,-,,,,None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126171.1,-,-,,,,None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126171.1,-,-,,,,None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126171.1,-,-,,,,None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126171.1,-,-,,,,None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126171.1,-,-,,,,None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126175.1,-,ko:K07066,,,,None,-
WP_250126176.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250126176.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250126176.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250126176.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250126176.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250126176.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250126176.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250126177.1,-,ko:K00108,,,"['GO:0016614 - oxidoreductase activity, acting on CH-OH group of donors [Evidence IEA]']",None,-
WP_250126178.1,-,ko:K00854,['GO:0005975 - carbohydrate metabolic process [Evidence IEA]'],,"['GO:0016773 - phosphotransferase activity, alcohol group as acceptor [Evidence IEA]']",None,-
WP_250126179.1,-,-,,,,None,-
WP_250126180.1,-,ko:K06147,,,,None,GO:0005524(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)|GO:0140359(InterPro)
WP_250126181.1,-,ko:K01433,['GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA]'],,['GO:0008864 - formyltetrahydrofolate deformylase activity [Evidence IEA]'],purU,-
WP_250126182.1,-,-,,,,None,-
WP_250126183.1,-,-,,,,None,-
WP_250126184.1,-,ko:K05580,"['GO:0019684 - photosynthesis, light reaction [Evidence IEA]']","['GO:0009507 - chloroplast [Evidence IEA]', 'GO:0030964 - NADH dehydrogenase complex [Evidence IEA]']",['GO:0031679 - NADH dehydrogenase (plastoquinone) activity [Evidence IEA]'],ndhI,-
WP_250126186.1,-,ko:K02016,,,,None,-
WP_250126190.1,-,ko:K02074,,,,None,GO:0042626(PANTHER)|GO:0043190(PANTHER)
WP_250126192.1,-,-,,,,None,GO:0008757(InterPro)
WP_250126197.1,"GO:0003674,GO:0003824,GO:0004659,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0006766,GO:0006775,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009110,GO:0009233,GO:0009234,GO:0009987,GO:0016740,GO:0016765,GO:0032194,GO:0042180,GO:0042181,GO:0042362,GO:0042371,GO:0042373,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0051186,GO:0051188,GO:0071704,GO:1901576,GO:1901661,GO:1901663",ko:K02548,['GO:0042372 - phylloquinone biosynthetic process [Evidence IEA]'],,['GO:0004659 - prenyltransferase activity [Evidence IEA]'],menA,GO:0004659(InterPro)|GO:0004659(PANTHER)|GO:0009234(PANTHER)|GO:0032194(PANTHER)|GO:0042371(PANTHER)
WP_250126198.1,-,ko:K07480,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126199.1,-,-,,,,None,GO:0004176(PANTHER)|GO:0004252(PANTHER)|GO:0006515(PANTHER)|GO:0009368(PANTHER)|GO:0051117(PANTHER)
WP_250126200.1,-,ko:K06187,"['GO:0006281 - DNA repair [Evidence IEA]', 'GO:0006310 - DNA recombination [Evidence IEA]']",,,recR,-
WP_250126201.1,-,-,,['GO:0016020 - membrane [Evidence IEA]'],,None,GO:0016020(InterPro)|GO:0043190(InterPro)|GO:0055085(InterPro)|GO:0140359(InterPro)
WP_250126202.1,-,ko:K02027,,,,None,-
WP_250126203.1,"GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0071704,GO:1901564,GO:1901566,GO:1901576",ko:K02895,['GO:0006412 - translation [Evidence IEA]'],"['GO:0000315 - organellar large ribosomal subunit [Evidence IEA]', 'GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]']",['GO:0003735 - structural constituent of ribosome [Evidence IEA]'],rplX,GO:0003723(InterPro)
WP_250126204.1,-,ko:K07498,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250126207.1,-,ko:K01963,['GO:0006633 - fatty acid biosynthetic process [Evidence IEA]'],['GO:0009317 - acetyl-CoA carboxylase complex [Evidence IEA]'],['GO:0003989 - acetyl-CoA carboxylase activity [Evidence IEA]'],accD,-
WP_250126208.1,-,-,,,"['GO:0003677 - DNA binding [Evidence IEA]', 'GO:0005524 - ATP binding [Evidence IEA]', 'GO:0016787 - hydrolase activity [Evidence IEA]']",None,-
WP_250126210.1,-,-,,,,None,-
WP_250126211.1,-,ko:K04564,,,,None,-
WP_250126212.1,-,ko:K07140,,,"['GO:0003824 - catalytic activity [Evidence IEA]', 'GO:0030151 - molybdenum ion binding [Evidence IEA]', 'GO:0030170 - pyridoxal phosphate binding [Evidence IEA]']",None,GO:0003824(InterPro)|GO:0030151(InterPro)|GO:0030170(InterPro)
WP_250126216.1,-,-,,,,None,-
WP_250126217.1,-,ko:K07495,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126219.1,-,ko:K09022,,,,None,-
WP_250126221.1,"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003933,GO:0003934,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006066,GO:0006725,GO:0006729,GO:0006732,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009108,GO:0009987,GO:0016787,GO:0016810,GO:0016814,GO:0017076,GO:0017144,GO:0018130,GO:0019001,GO:0019238,GO:0019438,GO:0019751,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034311,GO:0034312,GO:0034641,GO:0035639,GO:0036094,GO:0042558,GO:0042559,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046146,GO:0046165,GO:0046173,GO:0046483,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617",ko:K01495,"['GO:0042559 - pteridine-containing compound biosynthetic process [Evidence IEA]', 'GO:0046654 - tetrahydrofolate biosynthetic process [Evidence IEA]']",,['GO:0003934 - GTP cyclohydrolase I activity [Evidence IEA]'],folE,-
WP_250126223.1,-,ko:K03781,,,"['GO:0004096 - catalase activity [Evidence IEA]', 'GO:0020037 - heme binding [Evidence IEA]']",None,-
WP_250126225.1,-,"ko:K09972,ko:K10004",,,,None,-
WP_250126226.1,-,ko:K01358,,,,None,-
WP_250126228.1,-,ko:K09771,,['GO:0016020 - membrane [Evidence IEA]'],,None,GO:0016020(InterPro)
WP_250126229.1,-,-,,,,None,-
WP_250126234.1,-,ko:K07496,,,,None,-
WP_250126236.1,-,ko:K00057,,,,None,GO:0006072(InterPro)|GO:0009331(InterPro)|GO:0047952(InterPro)
WP_250126239.1,-,-,,,,None,-
WP_250126241.1,-,ko:K02014,,,,None,GO:0009279(PANTHER)|GO:0015344(PANTHER)
WP_250126246.1,-,-,,,,None,-
WP_250126247.1,-,ko:K00986,,,,None,-
WP_250126249.1,-,-,,,,None,-
WP_250126250.1,-,ko:K03704,,,,None,GO:0003676(InterPro)
WP_250126254.1,-,-,,,,None,-
WP_250126255.1,-,-,,,,None,-
WP_250126256.1,"GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008176,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016423,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0034708,GO:0036265,GO:0043170,GO:0043412,GO:0043414,GO:0043527,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0106004,GO:0140098,GO:0140101,GO:1901360,GO:1902494,GO:1990234",ko:K03439,['GO:0006400 - tRNA modification [Evidence IEA]'],,['GO:0008176 - tRNA (guanine-N7-)-methyltransferase activity [Evidence IEA]'],trmB,GO:0006400(InterPro)|GO:0008176(PANTHER)|GO:0008176(InterPro)|GO:0030488(PANTHER)|GO:0036265(PANTHER)|GO:0043527(PANTHER)
WP_250126262.1,-,ko:K11952,,,,None,-
WP_250126264.1,-,-,,,,None,-
WP_250126266.1,-,ko:K01152,,,,None,GO:0003677(InterPro)|GO:0006355(InterPro)
WP_250126268.1,-,-,['GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]'],,,None,-
WP_250126269.1,-,-,,,,None,-
WP_250126270.1,-,-,,,,None,-
WP_250126272.1,-,ko:K04763,,,,None,GO:0003677(InterPro)|GO:0006310(InterPro)|GO:0015074(InterPro)
WP_250126273.1,-,ko:K03530,,,,None,GO:0003677(InterPro)|GO:0030527(InterPro)
WP_250126275.1,-,-,"['GO:0006310 - DNA recombination [Evidence IEA]', 'GO:0015074 - DNA integration [Evidence IEA]']",,['GO:0003677 - DNA binding [Evidence IEA]'],None,GO:0003677(InterPro)
WP_250126276.1,-,ko:K00077,,,,None,GO:0005737(PANTHER)
WP_250126277.1,-,-,,,,None,-
WP_250126281.1,-,-,,,,None,-
WP_250126282.1,-,ko:K04763,"['GO:0006310 - DNA recombination [Evidence IEA]', 'GO:0015074 - DNA integration [Evidence IEA]']",,['GO:0003677 - DNA binding [Evidence IEA]'],None,-
WP_250126285.1,-,-,,,,None,-
WP_250126286.1,-,-,,,,None,-
WP_250126287.1,-,-,,,,None,GO:0016747(InterPro)
WP_250126288.1,-,ko:K03556,['GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]'],,,None,-
WP_250126289.1,-,-,,,,None,-
WP_250126290.1,-,-,,,,None,-
WP_250126291.1,-,ko:K03183,,,,None,-
WP_250126292.1,-,-,,,,None,-
WP_250126295.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250126295.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250126295.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250126296.1,-,ko:K02004,,,,None,-
WP_250126297.1,-,ko:K02005,,,,None,-
WP_250126298.1,-,-,,,,None,-
WP_250126299.1,-,-,,,,None,-
WP_250126300.1,-,-,,,,None,GO:0006313(PANTHER)
WP_250126300.1,-,-,,,,None,GO:0006313(PANTHER)
WP_250126301.1,-,ko:K07480,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250126303.1,-,ko:K02005,,,,None,-
WP_250126304.1,-,-,,,,None,-
WP_250126305.1,-,-,,,['GO:0005524 - ATP binding [Evidence IEA]'],istB,GO:0006260(PANTHER)
WP_250126305.1,-,-,,,['GO:0005524 - ATP binding [Evidence IEA]'],istB,GO:0006260(PANTHER)
WP_250126305.1,-,-,,,['GO:0005524 - ATP binding [Evidence IEA]'],istB,GO:0006260(PANTHER)
WP_250126305.1,-,-,,,['GO:0005524 - ATP binding [Evidence IEA]'],istB,GO:0006260(PANTHER)
WP_250126306.1,-,-,,,,None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126306.1,-,-,,,,None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126306.1,-,-,,,,None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126307.1,-,-,,,,None,-
WP_250126310.1,-,ko:K03087,['GO:0006352 - DNA-templated transcription initiation [Evidence IEA]'],,"['GO:0003677 - DNA binding [Evidence IEA]', 'GO:0016987 - sigma factor activity [Evidence IEA]']",None,GO:0003700(InterPro)|GO:0006352(InterPro)|GO:0006355(InterPro)
WP_250126312.1,-,-,,,,None,-
WP_250126317.1,-,-,,,['GO:0003677 - DNA binding [Evidence IEA]'],mobF,-
WP_250126318.1,-,-,,,,None,-
WP_250126319.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,GO:0003676(InterPro)
WP_250126320.1,-,-,,,,None,-
WP_250126321.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250126321.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250126323.1,-,-,,,,None,-
WP_250126324.1,-,-,,,,None,-
WP_250126328.1,-,ko:K03496,,,,None,-
WP_250126330.1,-,-,,,,None,-
WP_250126334.1,-,-,,,,None,-
WP_250126335.1,-,-,,,,None,-
WP_250126337.1,-,-,,,,None,-
WP_250126339.1,-,-,,,,None,-
WP_250126340.1,-,-,,,,None,-
WP_250126341.1,-,-,,,,None,-
WP_250126343.1,-,-,,,,None,-
WP_250126344.1,-,-,,,,None,-
WP_250126345.1,-,-,,,,None,-
WP_250126346.1,-,-,"['GO:0006313 - transposition, DNA-mediated [Evidence IEA]']",,"['GO:0003677 - DNA binding [Evidence IEA]', 'GO:0004803 - transposase activity [Evidence IEA]']",None,-
WP_250126348.1,-,-,,,,None,GO:0005515(InterPro)
WP_250126349.1,-,ko:K04043,,,,None,-
WP_250126350.1,-,ko:K03687,['GO:0006457 - protein folding [Evidence IEA]'],,"['GO:0000774 - adenyl-nucleotide exchange factor activity [Evidence IEA]', 'GO:0042803 - protein homodimerization activity [Evidence IEA]', 'GO:0051087 - chaperone binding [Evidence IEA]']",grpE,-
WP_250126351.1,-,-,,,,None,-
WP_250126352.1,-,-,,,,None,-
WP_250126354.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126355.1,-,-,,,,None,-
WP_250126356.1,-,-,,,['GO:0003677 - DNA binding [Evidence IEA]'],mobF,-
WP_250126357.1,-,-,,,,None,-
WP_250126358.1,-,-,,,,None,-
WP_250126362.1,-,-,,,,None,GO:0003677(InterPro)
WP_250126363.1,-,-,,,,None,-
WP_250126368.1,-,-,,,,None,GO:0003677(InterPro)
WP_250126369.1,-,-,,,,None,GO:0003677(InterPro)
WP_250126370.1,-,ko:K07357,"['GO:0006310 - DNA recombination [Evidence IEA]', 'GO:0015074 - DNA integration [Evidence IEA]']",,['GO:0003677 - DNA binding [Evidence IEA]'],None,GO:0003677(InterPro)|GO:0006310(InterPro)|GO:0015074(InterPro)
WP_250126371.1,-,-,,,,None,-
WP_250126372.1,-,ko:K07497,,,,None,-
WP_250126373.1,-,ko:K07132,,,,None,-
WP_250126374.1,-,-,,,,None,GO:0003677(InterPro)
WP_250126376.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250126377.1,-,ko:K01061,['GO:0030638 - polyketide metabolic process [Evidence IEA]'],,,None,GO:0030638(InterPro)
WP_250126378.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250126379.1,-,-,,,,None,-
WP_250126380.1,-,ko:K05916,,,,None,-
WP_250126381.1,-,ko:K06886,,,,None,-
WP_250126383.1,-,-,,,,None,-
WP_250126384.1,-,ko:K04561,,,,None,GO:0004129(InterPro)|GO:0009060(InterPro)|GO:0016020(InterPro)|GO:0020037(InterPro)
WP_250126385.1,-,-,,,,None,-
WP_250126387.1,-,ko:K17893,,,['GO:0009916 - alternative oxidase activity [Evidence IEA]'],None,GO:0005739(PANTHER)|GO:0009916(PANTHER)|GO:0009916(InterPro)|GO:0010230(PANTHER)
WP_250126388.1,-,ko:K07005,,,,None,-
WP_250126390.1,-,-,,,,None,-
WP_250126391.1,-,-,,,,None,-
WP_250126392.1,-,ko:K01239,,,,None,-
WP_250126395.1,-,-,,,,None,-
WP_250126396.1,-,-,,,,None,-
WP_250126397.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250126398.1,-,"ko:K03490,ko:K07506",['GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]'],,"['GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]', 'GO:0043565 - sequence-specific DNA binding [Evidence IEA]']",None,GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro)
WP_250126399.1,-,ko:K01118,,,,None,-
WP_250126400.1,-,-,,,,None,-
WP_250126401.1,-,-,,,,None,-
WP_250126402.1,-,ko:K00433,,,,None,-
WP_250126403.1,-,-,,,,None,-
WP_250126404.1,-,ko:K05606,,,,None,-
WP_250126405.1,-,-,,,,None,GO:0050660(InterPro)
WP_250126406.1,-,-,,,,None,-
WP_250126408.1,-,-,,,,None,-
WP_250126409.1,-,-,,,,None,-
WP_250126410.1,-,-,,,,None,-
WP_250126411.1,-,-,,,,None,-
WP_250126412.1,-,ko:K02479,,,,None,-
WP_250126413.1,-,-,,,,None,-
WP_250126414.1,-,ko:K07480,,,,None,-
WP_250126417.1,-,ko:K07480,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250126418.1,-,ko:K04750,,,,None,-
WP_250126419.1,-,-,,,,None,-
WP_250126420.1,-,-,,,,None,-
WP_250126421.1,-,ko:K17836,"['GO:0030655 - beta-lactam antibiotic catabolic process [Evidence IEA]', 'GO:0046677 - response to antibiotic [Evidence IEA]']",,['GO:0008800 - beta-lactamase activity [Evidence IEA]'],bla,GO:0008800(InterPro)|GO:0030655(InterPro)|GO:0046677(InterPro)
WP_250126422.1,-,-,,,,None,-
WP_250126423.1,-,-,,,,None,GO:0003700(InterPro)|GO:0006355(InterPro)
WP_250126425.1,-,-,,,,None,-
WP_250126426.1,-,-,,,,None,GO:0005515(InterPro)
WP_250126427.1,-,-,,,,None,-
WP_250126428.1,-,-,,,,None,-
WP_250126429.1,-,-,,,,None,-
WP_250126430.1,-,-,,,"['GO:0003677 - DNA binding [Evidence IEA]', 'GO:0005524 - ATP binding [Evidence IEA]', 'GO:0016787 - hydrolase activity [Evidence IEA]']",None,-
WP_250126432.1,-,ko:K07492,,,,None,-
WP_250126433.1,-,-,,,,None,-
WP_250126434.1,-,-,,,,None,-
WP_250126436.1,-,-,,,,None,-
WP_250126437.1,-,ko:K03496,,,,None,-
WP_250126438.1,-,ko:K03497,,,,None,-
WP_250126439.1,-,-,,,,None,-
WP_250126440.1,-,ko:K06147,,,,None,GO:0005524(InterPro)|GO:0016887(InterPro)
WP_250126442.1,-,-,,,['GO:0008168 - methyltransferase activity [Evidence IEA]'],None,-
WP_250126444.1,-,ko:K02016,,,,None,-
WP_250126446.1,-,ko:K06147,,,,None,GO:0005524(InterPro)|GO:0016887(InterPro)
WP_250126447.1,-,-,,,['GO:0008168 - methyltransferase activity [Evidence IEA]'],None,-
WP_250126448.1,-,ko:K02014,,,,None,-
WP_250126449.1,-,-,,,['GO:0008168 - methyltransferase activity [Evidence IEA]'],None,GO:0008168(InterPro)|GO:0032259(InterPro)
