#Chroococcidiopsis_sp._SAG_2025_(cyanobacteria)
WP_006196724.1	K02518
WP_104544932.1					K06888
WP_104544934.1					
WP_104544935.1					K12573
WP_104544936.1					
WP_104544937.1					K00891
WP_104544938.1					K00930
WP_104544940.1					K03655
WP_104544941.1					
WP_104544942.1					K02357
WP_104544943.1					K02967
WP_104544945.1					K01940
WP_104544946.1					K03975
WP_104544948.1					
WP_104544949.1					K02990
WP_104544950.1					
WP_104544951.1					
WP_104544952.1					
WP_104544953.1					K00600
WP_104544954.1					K02851
WP_104544955.1					K03742
WP_104544956.1					K03786
WP_104544957.1					
WP_104544958.1					K17246
WP_104544959.1					K01455
WP_104544960.1					K01426
WP_104544961.1					
WP_104544962.1					K20807
WP_104544963.1					K01721
WP_104544964.1					
WP_104544965.1					K02049
WP_104544966.1					K02050
WP_104544967.1					
WP_104544968.1					
WP_104544969.1					
WP_104544971.1					
WP_104544972.1					
WP_104544973.1					K02292
WP_104544974.1					
WP_104544975.1					
WP_104544976.1					
WP_104544977.1					
WP_104544979.1					K06346
WP_104544980.1					K03217
WP_104544981.1					
WP_104544982.1					K03536
WP_104544983.1					K02914
WP_104544984.1					K00324
WP_104544985.1					K00324
WP_104544986.1					K00325
WP_104544987.1					K01113
WP_104544988.1					K03689
WP_104544989.1					
WP_104544990.1					
WP_104544991.1					K06147,ko:K06148
WP_104544993.1					K06442
WP_104544994.1					K02939
WP_104544995.1					K02314
WP_104544996.1					
WP_104544997.1					
WP_104544998.1					K03594
WP_104544999.1					K07243
WP_104545000.1					K03684
WP_104545001.1					K01661
WP_104545002.1					
WP_104545003.1					K03969
WP_104545004.1					K03969
WP_104545005.1					K03671
WP_104545006.1					
WP_104545007.1					K09818
WP_104545009.1					K09819
WP_104545010.1					
WP_104545011.1					K03564
WP_104545012.1					K05808
WP_104545013.1					K17063
WP_104545014.1					K02029,ko:K02030,ko:K09971,ko:K17062
WP_104545016.1					
WP_104545017.1					
WP_104545018.1					K07090
WP_104545019.1					
WP_104545020.1					K01952
WP_104545021.1					K00764
WP_104545022.1					K03181
WP_104545023.1					K02959
WP_104545025.1					K06217
WP_104545026.1					
WP_104545027.1					K06147
WP_104545028.1					K18534
WP_104545029.1					K17992
WP_104545030.1					K02593
WP_104545031.1					K02597
WP_104545032.1					K01649,ko:K02594
WP_104545033.1					
WP_104545034.1					K04047
WP_104545035.1					
WP_104545036.1					K00640
WP_104545037.1					K02585
WP_104545038.1					
WP_104545039.1					K04487
WP_104545040.1					K13819
WP_104545041.1					K02588
WP_104545042.1					K02586
WP_104545043.1					K02591
WP_104545044.1					
WP_104545045.1					K02587
WP_104545046.1					K02596
WP_104545047.1					
WP_104545048.1					
WP_104545049.1					K02595
WP_104545050.1					
WP_104545051.1					K13628
WP_104545052.1					K04758
WP_104545053.1					
WP_104545054.1					
WP_104545055.1					
WP_104545057.1					
WP_104545058.1					K09181
WP_104545059.1					K04069
WP_104545060.1					K00656
WP_104545061.1					K00688
WP_104545062.1					K01621
WP_104545063.1					
WP_104545064.1					
WP_104545065.1					
WP_104545067.1					K02274
WP_104545068.1					K02275
WP_104545069.1					
WP_104545070.1					
WP_104545071.1					
WP_104545072.1					K00274
WP_104545073.1					K03926
WP_104545074.1					K05595
WP_104545075.1					K01679,ko:K01744
WP_104545076.1					
WP_104545077.1					K02040
WP_104545079.1					
WP_104545080.1					
WP_104545081.1					K02071
WP_104545082.1					K01129
WP_104545083.1					
WP_104545084.1					
WP_104545085.1					
WP_104545086.1					K00099
WP_104545087.1					
WP_104545089.1					K00611
WP_104545090.1					
WP_104545091.1					
WP_104545092.1					
WP_104545093.1					
WP_104545094.1					K01754
WP_104545096.1					
WP_104545097.1					K06946
WP_104545098.1					
WP_104545099.1					K19465
WP_104545100.1					
WP_104545101.1					K06966
WP_104545102.1					K03179
WP_104545103.1					K01524
WP_104545104.1					
WP_104545105.1					
WP_104545106.1					K15226
WP_104545107.1					
WP_104545109.1					
WP_104545112.1					
WP_104545113.1					
WP_104545114.1					K00342,ko:K05575
WP_104545115.1					
WP_104545117.1					
WP_104545118.1					K03113
WP_104545119.1					K01696
WP_104545120.1					K02551
WP_104545121.1					K01633
WP_104545122.1					K02636
WP_104545123.1					K01194
WP_104545124.1					K10111,ko:K10112
WP_104545125.1					K02026
WP_104545126.1					K02025
WP_104545127.1					K02027
WP_104545128.1					
WP_104545129.1					K09969
WP_104545130.1					K09970
WP_104545132.1					K09972,ko:K10004
WP_104545133.1					
WP_104545134.1					K03106
WP_104545135.1					K01961
WP_104545136.1					K02221
WP_104545137.1					K02722
WP_104545138.1					
WP_104545139.1					
WP_104545140.1					K00240
WP_104545141.1					
WP_104545142.1					K07052
WP_104545143.1					K00595
WP_104545144.1					K06042
WP_104545145.1					
WP_104545146.1					K07093
WP_104545147.1					K18890
WP_104545148.1					
WP_104545150.1					K00765
WP_104545151.1					K11521
WP_104545152.1					
WP_104545153.1					
WP_104545154.1					K11811
WP_104545155.1					K03325
WP_104545156.1					K02040
WP_104545157.1					K03892
WP_104545160.1					
WP_104545161.1					K02014
WP_104545163.1					K07107
WP_104545164.1					K09928
WP_104545165.1					
WP_104545166.1					
WP_104545167.1					K01999,ko:K11954
WP_104545168.1					K02291
WP_104545169.1					K02293
WP_104545170.1					
WP_104545171.1					K04043
WP_104545173.1					K02012
WP_104545174.1					K01941
WP_104545175.1					K09967
WP_104545176.1					K09967
WP_104545178.1					K04488
WP_104545179.1					
WP_104545180.1					K00001,ko:K00005
WP_104545181.1					K10206
WP_104545182.1					
WP_104545183.1					
WP_104545184.1					K00721
WP_104545185.1					
WP_104545186.1					K03637
WP_104545187.1					
WP_104545188.1					
WP_104545189.1					
WP_104545190.1					
WP_104545191.1					K03980
WP_104545192.1					K19171
WP_104545193.1					
WP_104545195.1					
WP_104545196.1					K19171
WP_104545197.1					K19172
WP_104545198.1					
WP_104545199.1					
WP_104545200.1					
WP_104545201.1					
WP_104545202.1					
WP_104545203.1					
WP_104545204.1					
WP_104545205.1					K01507
WP_104545206.1					K01579
WP_104545207.1					
WP_104545208.1					K04759
WP_104545209.1					K04758
WP_104545210.1					K00766
WP_104545211.1					
WP_104545213.1					K00366
WP_104545214.1					K15576
WP_104545215.1					K15577
WP_104545217.1					K15578
WP_104545219.1					K00367
WP_104545220.1					
WP_104545221.1					K17218
WP_104545222.1					
WP_104545223.1					
WP_104545224.1					K07090
WP_104545225.1					K01069
WP_104545226.1					
WP_104545227.1					K22468
WP_104545228.1					
WP_104545229.1					K01488,ko:K21053
WP_104545230.1					K06901
WP_104545231.1					
WP_104545232.1					K01470
WP_104545233.1					K03723
WP_104545234.1					K03699
WP_104545235.1					
WP_104545236.1					
WP_104545237.1					K00392
WP_104545238.1					K09761
WP_104545239.1					
WP_104545240.1					
WP_104545241.1					K02075,ko:K09816
WP_104545242.1					K21903
WP_104545243.1					
WP_104545244.1					K00941
WP_104545245.1					
WP_104545246.1					K04751
WP_104545247.1					K02428
WP_104545248.1					
WP_104545249.1					K06131
WP_104545250.1					
WP_104545251.1					
WP_104545252.1					
WP_104545253.1					
WP_104545254.1					
WP_104545255.1					
WP_104545256.1					
WP_104545257.1					
WP_104545258.1					K07217
WP_104545259.1					
WP_104545260.1					
WP_104545261.1					
WP_104545262.1					
WP_104545263.1					K19225
WP_104545264.1					
WP_104545265.1					
WP_104545266.1					K00215
WP_104545267.1					
WP_104545268.1					
WP_104545269.1					
WP_104545270.1					
WP_104545271.1					
WP_104545272.1					K02549,ko:K19802
WP_104545274.1					K01239,ko:K01250
WP_104545275.1					K01485
WP_104545276.1					K00426
WP_104545277.1					K00425
WP_104545278.1					
WP_104545279.1					
WP_104545280.1					
WP_104545281.1					
WP_104545282.1					
WP_104545283.1					
WP_104545284.1					K03710
WP_104545285.1					K22081
WP_104545286.1					K22082
WP_104545287.1					K03408
WP_104545288.1					K11526
WP_104545289.1					
WP_104545290.1					
WP_104545291.1					
WP_104545292.1					
WP_104545293.1					K07140
WP_104545294.1					
WP_104545296.1					K19090
WP_104545297.1					K19075
WP_104545298.1					
WP_104545299.1					K07012
WP_104545300.1					
WP_104545301.1					
WP_104545302.1					K00274
WP_104545303.1					K01560
WP_104545304.1					
WP_104545305.1					K03327
WP_104545306.1					
WP_104545307.1					
WP_104545308.1					K22342
WP_104545309.1					
WP_104545310.1					
WP_104545311.1					
WP_104545312.1					
WP_104545313.1					
WP_104545314.1					K02030
WP_104545315.1					
WP_104545316.1					K01915,ko:K01949
WP_104545317.1					K07010
WP_104545318.1					
WP_104545319.1					
WP_104545320.1					K01262,ko:K01271
WP_104545321.1					
WP_104545322.1					K07263
WP_104545323.1					K07263
WP_104545325.1					
WP_104545326.1					K10823,ko:K10824
WP_104545327.1					K02031,ko:K02032,ko:K15583,ko:K15587
WP_104545328.1					K02034,ko:K15586
WP_104545329.1					K02033,ko:K15581,ko:K15585
WP_104545330.1					K15584
WP_104545331.1					
WP_104545332.1					K02426
WP_104545333.1					
WP_104545334.1					
WP_104545335.1					
WP_104545336.1					
WP_104545337.1					
WP_104545338.1					K07657
WP_104545339.1					K07636
WP_104545340.1					K02039
WP_104545341.1					
WP_104545342.1					
WP_104545343.1					
WP_104545344.1					
WP_104545345.1					
WP_104545346.1					
WP_104545347.1					K11781
WP_104545348.1					K08902
WP_104545349.1					
WP_104545350.1					K01778
WP_104545351.1					K03666
WP_104545353.1					K03455
WP_104545355.1					
WP_104545356.1					
WP_104545357.1					
WP_104545358.1					K07315
WP_104545359.1					
WP_104545360.1					K08259
WP_104545361.1					
WP_104545362.1					
WP_104545364.1					
WP_104545366.1					
WP_104545367.1					
WP_104545368.1					K02224
WP_104545369.1					K09942
WP_104545370.1					
WP_104545371.1					
WP_104545373.1					
WP_104545374.1					K01551
WP_104545375.1					
WP_104545376.1					K02338
WP_104545377.1					
WP_104545378.1					
WP_104545379.1					
WP_104545380.1					
WP_104545381.1					
WP_104545382.1					K05936
WP_104545383.1					K13292
WP_104545385.1					K03703
WP_104545386.1					
WP_104545387.1					K01619
WP_104545388.1					K03584
WP_104545390.1					
WP_104545391.1					
WP_104545392.1					K03075
WP_104545393.1					K15633
WP_104545394.1					K06158
WP_104545395.1					K02835
WP_104545396.1					K02909
WP_104545397.1					K02996
WP_104545398.1					K02871
WP_104545399.1					K06173
WP_104545400.1					K02879
WP_104545401.1					K03040
WP_104545402.1					K02952
WP_104545403.1					K00939
WP_104545404.1					K03076
WP_104545405.1					K02876
WP_104545406.1					K02988
WP_104545407.1					K02881
WP_104545408.1					K02933
WP_104545409.1					K02994
WP_104545410.1					K02931
WP_104545412.1					K02874
WP_104545413.1					K02961
WP_104545414.1					K02904
WP_104545415.1					K02982
WP_104545416.1					K02886
WP_104545417.1					K02892
WP_104545418.1					K02926
WP_104545419.1					K02906
WP_104545420.1					K05585
WP_104545421.1					
WP_104545422.1					
WP_104545423.1					K00605,ko:K06980
WP_104545424.1					
WP_104545425.1					K01738
WP_104545426.1					K03665
WP_104545427.1					K03431
WP_104545428.1					
WP_104545429.1					
WP_104545430.1					
WP_104545431.1					
WP_104545432.1					K21498
WP_104545433.1					K06001
WP_104545434.1					K00703
WP_104545435.1					K01749
WP_104545436.1					
WP_104545438.1					
WP_104545440.1					K01925
WP_104545441.1					
WP_104545442.1					K09792
WP_104545443.1					
WP_104545444.1					K03192
WP_104545445.1					K18889
WP_104545446.1					K02690
WP_104545447.1					K02689
WP_104545450.1					
WP_104545451.1					
WP_104545452.1					K03572
WP_104545453.1					K18815
WP_104545454.1					K01929
WP_104545455.1					
WP_104545457.1					
WP_104545458.1					K02469
WP_104545459.1					K03820
WP_104545460.1					
WP_104545461.1					K08289
WP_104545462.1					
WP_104545463.1					
WP_104545464.1					
WP_104545465.1					K00606
WP_104545466.1					K01601
WP_104545467.1					
WP_104545468.1					K01602
WP_104545469.1					
WP_104545470.1					
WP_104545471.1					
WP_104545473.1					
WP_104545474.1					K09457
WP_104545475.1					K07399
WP_104545476.1					K06196
WP_104545477.1					K03588
WP_104545478.1					K02093
WP_104545479.1					K02092
WP_104545480.1					K02096
WP_104545481.1					
WP_104545482.1					K02116
WP_104545483.1					K02108
WP_104545484.1					K02109
WP_104545485.1					K02109
WP_104545486.1					K02113
WP_104545487.1					K02111
WP_104545488.1					K02115
WP_104545489.1					K01011
WP_104545491.1					
WP_104545492.1					K15576
WP_104545493.1					K15577
WP_104545494.1					K15578
WP_104545495.1					K01725
WP_104545496.1					K16137
WP_104545498.1					K00931
WP_104545499.1					K07015
WP_104545500.1					
WP_104545501.1					K07447
WP_104545502.1					
WP_104545503.1					
WP_104545504.1					K03555
WP_104545505.1					
WP_104545506.1					K03574
WP_104545507.1					
WP_104545508.1					K01491
WP_104545509.1					K13789
WP_104545510.1					K09775
WP_104545511.1					
WP_104545512.1					
WP_104545514.1					
WP_104545515.1					K00971,ko:K16011
WP_104545516.1					K02005
WP_104545518.1					
WP_104545519.1					
WP_104545520.1					
WP_104545521.1					K01091
WP_104545522.1					K18979
WP_104545523.1					
WP_104545524.1					
WP_104545525.1					
WP_104545526.1					
WP_104545527.1					
WP_104545528.1					
WP_104545530.1					
WP_104545531.1					K03412
WP_104545532.1					K00575,ko:K13924
WP_104545534.1					K03438
WP_104545535.1					K02487,ko:K06596
WP_104545536.1					K02487
WP_104545537.1					K02660
WP_104545538.1					K02659
WP_104545539.1					
WP_104545540.1					K04075
WP_104545541.1					
WP_104545542.1					
WP_104545543.1					K02040
WP_104545544.1					K02037
WP_104545545.1					K02038
WP_104545546.1					K02036
WP_104545547.1					K03101
WP_104545548.1					
WP_104545549.1					
WP_104545550.1					
WP_104545551.1					K00759
WP_104545552.1					K00759,ko:K02033
WP_104545553.1					
WP_104545554.1					
WP_104545555.1					
WP_104545556.1					
WP_104545558.1					K06118
WP_104545559.1					
WP_104545560.1					
WP_104545561.1					K04485
WP_104545562.1					K11329
WP_104545563.1					
WP_104545564.1					K09793
WP_104545565.1					
WP_104545567.1					
WP_104545568.1					K07769
WP_104545569.1					K01945
WP_104545570.1					K01669
WP_104545571.1					
WP_104545572.1					K01515
WP_104545574.1					K05366
WP_104545575.1					
WP_104545576.1					
WP_104545577.1					K03500
WP_104545578.1					K00507
WP_104545579.1					K21231
WP_104545581.1					
WP_104545582.1					
WP_104545583.1					K01735
WP_104545584.1					K03179
WP_104545585.1					K07051
WP_104545586.1					
WP_104545587.1					
WP_104545588.1					
WP_104545589.1					
WP_104545590.1					
WP_104545591.1					
WP_104545592.1					
WP_104545593.1					
WP_104545594.1					K05383
WP_104545595.1					
WP_104545596.1					
WP_104545597.1					
WP_104545598.1					
WP_104545599.1					
WP_104545600.1					K01933
WP_104545601.1					K04564
WP_104545602.1					
WP_104545603.1					K00937
WP_104545604.1					
WP_104545605.1					
WP_104545606.1					
WP_104545607.1					
WP_104545608.1					
WP_104545609.1					
WP_104545610.1					
WP_104545611.1					
WP_104545612.1					
WP_104545613.1					
WP_104545614.1					K02519
WP_104545615.1					K07742
WP_104545617.1					K09748
WP_104545618.1					K03316
WP_104545619.1					
WP_104545620.1					
WP_104545621.1					
WP_104545622.1					
WP_104545623.1					
WP_104545624.1					K07019
WP_104545625.1					K10697
WP_104545626.1					K02045
WP_104545627.1					K02035
WP_104545628.1					K02033
WP_104545629.1					
WP_104545630.1					
WP_104545631.1					
WP_104545632.1					K00817
WP_104545633.1					K07000
WP_104545634.1					K00383
WP_104545635.1					K00383
WP_104545636.1					K00873
WP_104545637.1					K00033
WP_104545638.1					K00134
WP_104545639.1					K01834
WP_104545640.1					K00970,ko:K00974
WP_104545641.1					
WP_104545643.1					K02034
WP_104545644.1					K02005
WP_104545645.1					
WP_104545646.1					K07090
WP_104545647.1					K03790
WP_104545648.1					
WP_104545649.1					K01990
WP_104545651.1					
WP_104545652.1					
WP_104545653.1					
WP_104545654.1					K00008
WP_104545655.1					K03403
WP_104545656.1					
WP_104545657.1					K03470
WP_104545658.1					K08300
WP_104545659.1					
WP_104545660.1					
WP_104545661.1					
WP_104545662.1					K06891
WP_104545664.1					K03327
WP_104545665.1					
WP_104545666.1					
WP_104545667.1					
WP_104545668.1					
WP_104545669.1					
WP_104545670.1					
WP_104545671.1					
WP_104545672.1					
WP_104545673.1					K00286
WP_104545674.1					K09772
WP_104545675.1					K06997
WP_104545676.1					K14518
WP_104545677.1					K00997
WP_104545678.1					K01665
WP_104545679.1					K16785
WP_104545680.1					K00058,ko:K03977
WP_104545681.1					K08591
WP_104545682.1					
WP_104545683.1					
WP_104545684.1					K02066
WP_104545685.1					
WP_104545686.1					K13993
WP_104545687.1					K03856
WP_104545688.1					
WP_104545689.1					K02956
WP_104545690.1					
WP_104545691.1					K13282
WP_104545692.1					
WP_104545693.1					K03802
WP_104545694.1					K00700
WP_104545695.1					
WP_104545696.1					K00218
WP_104545697.1					
WP_104545698.1					K11522
WP_104545699.1					K02658,ko:K11523
WP_104545700.1					K11524
WP_104545701.1					K11525
WP_104545702.1					K11525
WP_104545703.1					K11525
WP_104545704.1					K11526
WP_104545706.1					
WP_104545707.1					K01414
WP_104545708.1					
WP_104545709.1					
WP_104545710.1					
WP_104545711.1					
WP_104545712.1					K16703
WP_104545714.1					
WP_104545715.1					
WP_104545716.1					
WP_104545717.1					
WP_104545719.1					
WP_104545720.1					
WP_104545722.1					
WP_104545723.1					
WP_104545724.1					
WP_104545727.1					
WP_104545728.1					
WP_104545729.1					
WP_104545731.1					
WP_104545732.1					
WP_104545733.1					K06181
WP_104545734.1					K01090
WP_104545735.1					K08884
WP_104545736.1					
WP_104545737.1					
WP_104545738.1					
WP_104545741.1					K02015
WP_104545742.1					K02013
WP_104545743.1					
WP_104545744.1					K01181
WP_104545745.1					
WP_104545747.1					K07058
WP_104545748.1					K13993
WP_104545750.1					K03696
WP_104545752.1					K00091
WP_104545753.1					
WP_104545754.1					K00639
WP_104545755.1					
WP_104545756.1					K01138
WP_104545757.1					K13292
WP_104545758.1					
WP_104545759.1					K01992
WP_104545760.1					K01992
WP_104545761.1					K01990
WP_104545763.1					K16915
WP_104545764.1					K02007
WP_104545765.1					K02008
WP_104545766.1					K02006
WP_104545767.1					
WP_104545769.1					
WP_104545770.1					
WP_104545771.1					
WP_104545772.1					
WP_104545773.1					K02004
WP_104545774.1					
WP_104545775.1					
WP_104545776.1					
WP_104545777.1					
